segment,type,sub_type,category,sub_category,details,transaction_description,country_used
Personal,Expenses,Transfer,Own Accounts,,,1251-0994583 İŞCEP DÖVIZ SATIŞ / 18.94420 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-0994583 İŞCEP DÖVIZ SATIŞ / 18.95280 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-0994583 İŞCEP DÖVIZ SATIŞ / 19.02090 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-0994583 İŞCEP DÖVIZ SATIŞ / 19.03290 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-0994583 İŞCEP DÖVIZ SATIŞ / 19.09650 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-0994583 İŞCEP DÖVIZ SATIŞ / 19.11000 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 / 20.67120 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 / 20.67260 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 / 27.01400 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 / 29.36279 T,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ ALIÅž / 32.79630 TL,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.11030,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.22650 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.22650 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.35630 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.35890 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.36570 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.47140 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.47140 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.49040 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.49280,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.50120 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.50270 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.50430 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.51570 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.51860 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.51900 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.51900 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.51940 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.51950 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52290 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52290 T,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52350 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52350 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52370 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52370 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52670 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52670 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52911 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52990 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.52990 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53010 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53200 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53200 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53260 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53260 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53310 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53340 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53340 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53670 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.53870 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.54100 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.54520 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.54550 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.54550 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.55040 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.55280 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.55299 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.61750 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.61750 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.62320 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.62364 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.62490 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.62689 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.62939 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.62940 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.65390 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.66280 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.73930 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.73990 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.74050 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.78880 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.79110 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.79110 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 18.89080 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.05440 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.06340 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.10490 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.11060 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.14550 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.14550 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.19240 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.29310 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.31720 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.31950 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.33291 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.39110 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.41520 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.45630 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.45650 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.46170 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.47070 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.47970 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.50490 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.50920 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.50930 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.51540 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.54770 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.55890 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.56280 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.56280 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.56510 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.63790 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.67360 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 19.98120 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 20.11850 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 20.67220 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 20.84619 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 21.38070 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 22.80760 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 22.81950 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 22.98480 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.00650 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.07760 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.18670 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.23670 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.27190 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.28770 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.32020 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.32020 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.35290 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 23.65460 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.26960 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.28320 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.28430 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.28910 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.34920 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.44590 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 25.47846 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.03110 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.18050 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.53150 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.59910 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.61630 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.73730 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.76050 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.76460 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.78470 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.79350 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.80030 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 26.88210 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.00510 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.73100 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.73130 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.85320 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.85320 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.86250 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.91620 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.94010 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.96580 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.98670 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 27.99740 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.05870 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.05920 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.07410 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.24790 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.28180 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.28180 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.31350 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.31730 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.45490 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.45600 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.46100 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.46350 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.46540 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.47140 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.49200 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.52550 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.55450 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.58550 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.58620 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.67360 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 28.95930 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.12060 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.12530 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.13359 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.21600 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.23110 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.23290 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.23450 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.25240 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.28980 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.29130 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.33839 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.36279 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.37310 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.40160 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.44500 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.47240 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.50640 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 29.58816 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.11510 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.52010 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.60320 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.60840 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.62660 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.70850 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.75320 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 30.93660 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 31.00770 T,Turkey
Personal,Expenses,Transfer,Own Accounts,,,1251-1046943 Ä°ÅžCEP DÃ–VIZ SATIÅž / 31.15200 T,Turkey
